,program,position,line
736,ae_indep_qiskit_20,35,92
737,ae_indep_qiskit_20,36,94
738,ae_indep_qiskit_20,37,96
739,ae_indep_qiskit_20,38,98
740,ae_indep_qiskit_20,39,100
741,ae_indep_qiskit_20,40,109
742,ae_indep_qiskit_20,41,117
743,ae_indep_qiskit_20,42,124
744,ae_indep_qiskit_20,43,130
745,ae_indep_qiskit_20,44,135
746,ae_indep_qiskit_20,45,139
747,ae_indep_qiskit_20,46,142
748,ae_indep_qiskit_20,47,144
749,ae_indep_qiskit_20,48,235
750,ae_indep_qiskit_20,49,245
751,ae_indep_qiskit_20,50,254
752,ae_indep_qiskit_20,51,262
753,ae_indep_qiskit_20,52,269
754,ae_indep_qiskit_20,53,275
755,ae_indep_qiskit_20,54,280
756,ae_indep_qiskit_20,55,284
757,ae_indep_qiskit_20,56,287
758,ae_indep_qiskit_20,57,289
759,ae_indep_qiskit_20,58,290
760,ae_indep_qiskit_20,59,291
761,ae_indep_qiskit_20,60,292
762,ae_indep_qiskit_20,61,293
763,ae_indep_qiskit_20,62,294
764,ae_indep_qiskit_20,63,295
765,ae_indep_qiskit_20,64,296
766,ae_indep_qiskit_20,65,297
767,ae_indep_qiskit_20,66,298
768,ae_indep_qiskit_20,67,299
769,ae_indep_qiskit_20,68,300
770,ae_indep_qiskit_20,69,301
771,ae_indep_qiskit_20,70,302
772,ae_indep_qiskit_20,71,303
773,ae_indep_qiskit_20,72,304
774,ae_indep_qiskit_20,73,305
775,ae_indep_qiskit_20,74,306
776,ae_indep_qiskit_20,75,307
777,ae_indep_qiskit_20,76,308
778,ae_indep_qiskit_20,77,309
779,dj_indep_qiskit_2,1,6
780,dj_indep_qiskit_2,2,8
781,dj_indep_qiskit_2,3,9
782,dj_indep_qiskit_3,1,4
783,dj_indep_qiskit_3,2,5
784,dj_indep_qiskit_3,3,7
785,dj_indep_qiskit_3,4,8
786,dj_indep_qiskit_3,5,9
787,dj_indep_qiskit_3,6,10
788,dj_indep_qiskit_3,7,11
789,dj_indep_qiskit_3,8,12
790,dj_indep_qiskit_3,9,13
791,dj_indep_qiskit_4,1,4
792,dj_indep_qiskit_4,2,5
793,dj_indep_qiskit_4,3,6
794,dj_indep_qiskit_4,4,8
795,dj_indep_qiskit_4,5,9
796,dj_indep_qiskit_4,6,10
797,dj_indep_qiskit_4,7,11
798,dj_indep_qiskit_4,8,12
799,dj_indep_qiskit_4,9,13
800,dj_indep_qiskit_4,10,14
801,dj_indep_qiskit_4,11,15
802,dj_indep_qiskit_4,12,16
803,dj_indep_qiskit_4,13,17
804,dj_indep_qiskit_5,1,4
805,dj_indep_qiskit_5,2,5
806,dj_indep_qiskit_5,3,9
807,dj_indep_qiskit_5,4,10
808,dj_indep_qiskit_5,5,11
809,dj_indep_qiskit_5,6,12
810,dj_indep_qiskit_5,7,13
811,dj_indep_qiskit_5,8,15
812,dj_indep_qiskit_5,9,17
813,dj_indep_qiskit_5,10,18
814,dj_indep_qiskit_5,11,19
815,dj_indep_qiskit_5,12,20
816,dj_indep_qiskit_5,13,21
817,dj_indep_qiskit_6,1,5
818,dj_indep_qiskit_6,2,8
819,dj_indep_qiskit_6,3,10
820,dj_indep_qiskit_6,4,12
821,dj_indep_qiskit_6,5,13
822,dj_indep_qiskit_6,6,14
823,dj_indep_qiskit_6,7,16
824,dj_indep_qiskit_6,8,18
825,dj_indep_qiskit_6,9,19
826,dj_indep_qiskit_6,10,20
827,dj_indep_qiskit_6,11,21
828,dj_indep_qiskit_6,12,22
829,dj_indep_qiskit_6,13,23
830,dj_indep_qiskit_6,14,24
831,dj_indep_qiskit_6,15,25
832,dj_indep_qiskit_7,1,7
833,dj_indep_qiskit_7,2,8
834,dj_indep_qiskit_7,3,9
835,dj_indep_qiskit_7,4,11
836,dj_indep_qiskit_7,5,13
837,dj_indep_qiskit_7,6,15
838,dj_indep_qiskit_7,7,17
839,dj_indep_qiskit_7,8,18
840,dj_indep_qiskit_7,9,19
841,dj_indep_qiskit_7,10,20
842,dj_indep_qiskit_7,11,21
843,dj_indep_qiskit_7,12,22
844,dj_indep_qiskit_7,13,23
845,dj_indep_qiskit_7,14,24
846,dj_indep_qiskit_7,15,25
847,dj_indep_qiskit_7,16,26
848,dj_indep_qiskit_7,17,27
849,dj_indep_qiskit_7,18,28
850,dj_indep_qiskit_7,19,29
851,dj_indep_qiskit_8,1,4
852,dj_indep_qiskit_8,2,9
853,dj_indep_qiskit_8,3,10
854,dj_indep_qiskit_8,4,12
855,dj_indep_qiskit_8,5,13
856,dj_indep_qiskit_8,6,14
857,dj_indep_qiskit_8,7,16
858,dj_indep_qiskit_8,8,18
859,dj_indep_qiskit_8,9,20
860,dj_indep_qiskit_8,10,22
861,dj_indep_qiskit_8,11,23
862,dj_indep_qiskit_8,12,24
863,dj_indep_qiskit_8,13,25
864,dj_indep_qiskit_8,14,26
865,dj_indep_qiskit_8,15,27
866,dj_indep_qiskit_8,16,28
867,dj_indep_qiskit_8,17,29
868,dj_indep_qiskit_8,18,30
869,dj_indep_qiskit_8,19,31
870,dj_indep_qiskit_8,20,32
871,dj_indep_qiskit_8,21,33
872,dj_indep_qiskit_9,1,5
873,dj_indep_qiskit_9,2,8
874,dj_indep_qiskit_9,3,13
875,dj_indep_qiskit_9,4,15
876,dj_indep_qiskit_9,5,16
877,dj_indep_qiskit_9,6,17
878,dj_indep_qiskit_9,7,19
879,dj_indep_qiskit_9,8,21
880,dj_indep_qiskit_9,9,22
881,dj_indep_qiskit_9,10,23
882,dj_indep_qiskit_9,11,25
883,dj_indep_qiskit_9,12,27
884,dj_indep_qiskit_9,13,29
885,dj_indep_qiskit_9,14,30
886,dj_indep_qiskit_9,15,31
887,dj_indep_qiskit_9,16,32
888,dj_indep_qiskit_9,17,33
889,dj_indep_qiskit_9,18,34
890,dj_indep_qiskit_9,19,35
891,dj_indep_qiskit_9,20,36
892,dj_indep_qiskit_9,21,37
893,dj_indep_qiskit_10,1,5
894,dj_indep_qiskit_10,2,6
895,dj_indep_qiskit_10,3,7
896,dj_indep_qiskit_10,4,12
897,dj_indep_qiskit_10,5,14
898,dj_indep_qiskit_10,6,16
899,dj_indep_qiskit_10,7,17
900,dj_indep_qiskit_10,8,18
901,dj_indep_qiskit_10,9,19
902,dj_indep_qiskit_10,10,20
903,dj_indep_qiskit_10,11,21
904,dj_indep_qiskit_10,12,22
905,dj_indep_qiskit_10,13,24
906,dj_indep_qiskit_10,14,26
907,dj_indep_qiskit_10,15,28
908,dj_indep_qiskit_10,16,30
909,dj_indep_qiskit_10,17,31
910,dj_indep_qiskit_10,18,32
911,dj_indep_qiskit_10,19,33
912,dj_indep_qiskit_10,20,34
913,dj_indep_qiskit_10,21,35
914,dj_indep_qiskit_10,22,36
915,dj_indep_qiskit_10,23,37
916,dj_indep_qiskit_10,24,38
917,dj_indep_qiskit_10,25,39
918,dj_indep_qiskit_10,26,40
919,dj_indep_qiskit_10,27,41
920,dj_indep_qiskit_11,1,5
921,dj_indep_qiskit_11,2,6
922,dj_indep_qiskit_11,3,8
923,dj_indep_qiskit_11,4,10
924,dj_indep_qiskit_11,5,15
925,dj_indep_qiskit_11,6,17
926,dj_indep_qiskit_11,7,18
927,dj_indep_qiskit_11,8,19
928,dj_indep_qiskit_11,9,20
929,dj_indep_qiskit_11,10,21
930,dj_indep_qiskit_11,11,23
931,dj_indep_qiskit_11,12,24
932,dj_indep_qiskit_11,13,25
933,dj_indep_qiskit_11,14,27
934,dj_indep_qiskit_11,15,28
935,dj_indep_qiskit_11,16,29
936,dj_indep_qiskit_11,17,31
937,dj_indep_qiskit_11,18,33
938,dj_indep_qiskit_11,19,35
939,dj_indep_qiskit_11,20,36
940,dj_indep_qiskit_11,21,37
941,dj_indep_qiskit_11,22,38
942,dj_indep_qiskit_11,23,39
943,dj_indep_qiskit_11,24,40
944,dj_indep_qiskit_11,25,41
945,dj_indep_qiskit_11,26,42
946,dj_indep_qiskit_11,27,43
947,dj_indep_qiskit_11,28,44
948,dj_indep_qiskit_11,29,45
949,dj_indep_qiskit_12,1,4
950,dj_indep_qiskit_12,2,5
951,dj_indep_qiskit_12,3,7
952,dj_indep_qiskit_12,4,9
953,dj_indep_qiskit_12,5,10
954,dj_indep_qiskit_12,6,13
955,dj_indep_qiskit_12,7,14
956,dj_indep_qiskit_12,8,16
957,dj_indep_qiskit_12,9,17
958,dj_indep_qiskit_12,10,18
959,dj_indep_qiskit_12,11,19
960,dj_indep_qiskit_12,12,20
961,dj_indep_qiskit_12,13,22
962,dj_indep_qiskit_12,14,23
963,dj_indep_qiskit_12,15,24
964,dj_indep_qiskit_12,16,26
965,dj_indep_qiskit_12,17,27
966,dj_indep_qiskit_12,18,28
967,dj_indep_qiskit_12,19,29
968,dj_indep_qiskit_12,20,30
969,dj_indep_qiskit_12,21,32
970,dj_indep_qiskit_12,22,34
971,dj_indep_qiskit_12,23,35
972,dj_indep_qiskit_12,24,36
973,dj_indep_qiskit_12,25,37
974,dj_indep_qiskit_12,26,38
975,dj_indep_qiskit_12,27,39
976,dj_indep_qiskit_12,28,40
977,dj_indep_qiskit_12,29,41
978,dj_indep_qiskit_12,30,42
979,dj_indep_qiskit_12,31,43
980,dj_indep_qiskit_12,32,44
981,dj_indep_qiskit_12,33,45
982,dj_indep_qiskit_12,34,46
983,dj_indep_qiskit_12,35,47
984,dj_indep_qiskit_12,36,48
985,dj_indep_qiskit_12,37,49
986,dj_indep_qiskit_13,1,7
987,dj_indep_qiskit_13,2,8
988,dj_indep_qiskit_13,3,9
989,dj_indep_qiskit_13,4,10
990,dj_indep_qiskit_13,5,11
991,dj_indep_qiskit_13,6,12
992,dj_indep_qiskit_13,7,13
993,dj_indep_qiskit_13,8,17
994,dj_indep_qiskit_13,9,19
995,dj_indep_qiskit_13,10,21
996,dj_indep_qiskit_13,11,23
997,dj_indep_qiskit_13,12,24
998,dj_indep_qiskit_13,13,25
999,dj_indep_qiskit_13,14,26
1000,dj_indep_qiskit_13,15,27
1001,dj_indep_qiskit_13,16,28
1002,dj_indep_qiskit_13,17,29
1003,dj_indep_qiskit_13,18,30
1004,dj_indep_qiskit_13,19,31
1005,dj_indep_qiskit_13,20,32
1006,dj_indep_qiskit_13,21,33
1007,dj_indep_qiskit_13,22,34
1008,dj_indep_qiskit_13,23,35
1009,dj_indep_qiskit_13,24,36
1010,dj_indep_qiskit_13,25,38
1011,dj_indep_qiskit_13,26,40
1012,dj_indep_qiskit_13,27,41
1013,dj_indep_qiskit_13,28,42
1014,dj_indep_qiskit_13,29,43
1015,dj_indep_qiskit_13,30,44
1016,dj_indep_qiskit_13,31,45
1017,dj_indep_qiskit_13,32,46
1018,dj_indep_qiskit_13,33,47
1019,dj_indep_qiskit_13,34,48
1020,dj_indep_qiskit_13,35,49
1021,dj_indep_qiskit_13,36,50
1022,dj_indep_qiskit_13,37,51
1023,dj_indep_qiskit_13,38,52
1024,dj_indep_qiskit_13,39,53
1025,dj_indep_qiskit_14,1,4
1026,dj_indep_qiskit_14,2,5
1027,dj_indep_qiskit_14,3,6
1028,dj_indep_qiskit_14,4,7
1029,dj_indep_qiskit_14,5,15
1030,dj_indep_qiskit_14,6,16
1031,dj_indep_qiskit_14,7,18
1032,dj_indep_qiskit_14,8,19
1033,dj_indep_qiskit_14,9,20
1034,dj_indep_qiskit_14,10,21
1035,dj_indep_qiskit_14,11,22
1036,dj_indep_qiskit_14,12,23
1037,dj_indep_qiskit_14,13,24
1038,dj_indep_qiskit_14,14,25
1039,dj_indep_qiskit_14,15,26
1040,dj_indep_qiskit_14,16,28
1041,dj_indep_qiskit_14,17,30
1042,dj_indep_qiskit_14,18,32
1043,dj_indep_qiskit_14,19,34
1044,dj_indep_qiskit_14,20,36
1045,dj_indep_qiskit_14,21,37
1046,dj_indep_qiskit_14,22,39
1047,dj_indep_qiskit_14,23,40
1048,dj_indep_qiskit_14,24,41
1049,dj_indep_qiskit_14,25,42
1050,dj_indep_qiskit_14,26,44
1051,dj_indep_qiskit_14,27,45
1052,dj_indep_qiskit_14,28,46
1053,dj_indep_qiskit_14,29,47
1054,dj_indep_qiskit_14,30,48
1055,dj_indep_qiskit_14,31,49
1056,dj_indep_qiskit_14,32,50
1057,dj_indep_qiskit_14,33,51
1058,dj_indep_qiskit_14,34,52
1059,dj_indep_qiskit_14,35,53
1060,dj_indep_qiskit_14,36,54
1061,dj_indep_qiskit_14,37,55
1062,dj_indep_qiskit_14,38,56
1063,dj_indep_qiskit_14,39,57
1064,dj_indep_qiskit_15,1,4
1065,dj_indep_qiskit_15,2,6
1066,dj_indep_qiskit_15,3,7
1067,dj_indep_qiskit_15,4,9
1068,dj_indep_qiskit_15,5,10
1069,dj_indep_qiskit_15,6,16
1070,dj_indep_qiskit_15,7,17
1071,dj_indep_qiskit_15,8,19
1072,dj_indep_qiskit_15,9,20
1073,dj_indep_qiskit_15,10,21
1074,dj_indep_qiskit_15,11,23
1075,dj_indep_qiskit_15,12,24
1076,dj_indep_qiskit_15,13,25
1077,dj_indep_qiskit_15,14,26
1078,dj_indep_qiskit_15,15,27
1079,dj_indep_qiskit_15,16,29
1080,dj_indep_qiskit_15,17,30
1081,dj_indep_qiskit_15,18,31
1082,dj_indep_qiskit_15,19,32
1083,dj_indep_qiskit_15,20,33
1084,dj_indep_qiskit_15,21,35
1085,dj_indep_qiskit_15,22,37
1086,dj_indep_qiskit_15,23,38
1087,dj_indep_qiskit_15,24,40
1088,dj_indep_qiskit_15,25,42
1089,dj_indep_qiskit_15,26,43
1090,dj_indep_qiskit_15,27,44
1091,dj_indep_qiskit_15,28,45
1092,dj_indep_qiskit_15,29,47
1093,dj_indep_qiskit_15,30,48
1094,dj_indep_qiskit_15,31,49
1095,dj_indep_qiskit_15,32,50
1096,dj_indep_qiskit_15,33,51
1097,dj_indep_qiskit_15,34,52
1098,dj_indep_qiskit_15,35,53
1099,dj_indep_qiskit_15,36,54
1100,dj_indep_qiskit_15,37,55
1101,dj_indep_qiskit_15,38,56
1102,dj_indep_qiskit_15,39,57
1103,dj_indep_qiskit_15,40,58
1104,dj_indep_qiskit_15,41,59
1105,dj_indep_qiskit_15,42,60
1106,dj_indep_qiskit_15,43,61
1107,dj_indep_qiskit_16,1,5
1108,dj_indep_qiskit_16,2,6
1109,dj_indep_qiskit_16,3,8
1110,dj_indep_qiskit_16,4,11
1111,dj_indep_qiskit_16,5,13
1112,dj_indep_qiskit_16,6,14
1113,dj_indep_qiskit_16,7,16
1114,dj_indep_qiskit_16,8,17
1115,dj_indep_qiskit_16,9,20
1116,dj_indep_qiskit_16,10,22
1117,dj_indep_qiskit_16,11,23
1118,dj_indep_qiskit_16,12,24
1119,dj_indep_qiskit_16,13,25
1120,dj_indep_qiskit_16,14,26
1121,dj_indep_qiskit_16,15,28
1122,dj_indep_qiskit_16,16,29
1123,dj_indep_qiskit_16,17,30
1124,dj_indep_qiskit_16,18,32
1125,dj_indep_qiskit_16,19,34
1126,dj_indep_qiskit_16,20,35
1127,dj_indep_qiskit_16,21,36
1128,dj_indep_qiskit_16,22,38
1129,dj_indep_qiskit_16,23,39
1130,dj_indep_qiskit_16,24,40
1131,dj_indep_qiskit_16,25,41
1132,dj_indep_qiskit_16,26,43
1133,dj_indep_qiskit_16,27,44
1134,dj_indep_qiskit_16,28,45
1135,dj_indep_qiskit_16,29,46
1136,dj_indep_qiskit_16,30,47
1137,dj_indep_qiskit_16,31,49
1138,dj_indep_qiskit_16,32,50
1139,dj_indep_qiskit_16,33,51
1140,dj_indep_qiskit_16,34,52
1141,dj_indep_qiskit_16,35,53
1142,dj_indep_qiskit_16,36,54
1143,dj_indep_qiskit_16,37,55
1144,dj_indep_qiskit_16,38,56
1145,dj_indep_qiskit_16,39,57
1146,dj_indep_qiskit_16,40,58
1147,dj_indep_qiskit_16,41,59
1148,dj_indep_qiskit_16,42,60
1149,dj_indep_qiskit_16,43,61
1150,dj_indep_qiskit_16,44,62
1151,dj_indep_qiskit_16,45,63
1152,dj_indep_qiskit_16,46,64
1153,dj_indep_qiskit_16,47,65
1154,dj_indep_qiskit_17,1,6
1155,dj_indep_qiskit_17,2,7
1156,dj_indep_qiskit_17,3,8
1157,dj_indep_qiskit_17,4,9
1158,dj_indep_qiskit_17,5,11
1159,dj_indep_qiskit_17,6,12
1160,dj_indep_qiskit_17,7,13
1161,dj_indep_qiskit_17,8,15
1162,dj_indep_qiskit_17,9,21
1163,dj_indep_qiskit_17,10,23
1164,dj_indep_qiskit_17,11,25
1165,dj_indep_qiskit_17,12,26
1166,dj_indep_qiskit_17,13,27
1167,dj_indep_qiskit_17,14,28
1168,dj_indep_qiskit_17,15,29
1169,dj_indep_qiskit_17,16,30
1170,dj_indep_qiskit_17,17,31
1171,dj_indep_qiskit_17,18,32
1172,dj_indep_qiskit_17,19,33
1173,dj_indep_qiskit_17,20,35
1174,dj_indep_qiskit_17,21,36
1175,dj_indep_qiskit_17,22,37
1176,dj_indep_qiskit_17,23,38
1177,dj_indep_qiskit_17,24,39
1178,dj_indep_qiskit_17,25,40
1179,dj_indep_qiskit_17,26,42
1180,dj_indep_qiskit_17,27,43
1181,dj_indep_qiskit_17,28,44
1182,dj_indep_qiskit_17,29,46
1183,dj_indep_qiskit_17,30,48
1184,dj_indep_qiskit_17,31,50
1185,dj_indep_qiskit_17,32,52
1186,dj_indep_qiskit_17,33,53
1187,dj_indep_qiskit_17,34,54
1188,dj_indep_qiskit_17,35,55
1189,dj_indep_qiskit_17,36,56
1190,dj_indep_qiskit_17,37,57
1191,dj_indep_qiskit_17,38,58
1192,dj_indep_qiskit_17,39,59
1193,dj_indep_qiskit_17,40,60
1194,dj_indep_qiskit_17,41,61
1195,dj_indep_qiskit_17,42,62
1196,dj_indep_qiskit_17,43,63
1197,dj_indep_qiskit_17,44,64
1198,dj_indep_qiskit_17,45,65
1199,dj_indep_qiskit_17,46,66
1200,dj_indep_qiskit_17,47,67
1201,dj_indep_qiskit_17,48,68
1202,dj_indep_qiskit_17,49,69
1203,dj_indep_qiskit_18,1,4
1204,dj_indep_qiskit_18,2,7
1205,dj_indep_qiskit_18,3,9
1206,dj_indep_qiskit_18,4,11
1207,dj_indep_qiskit_18,5,15
1208,dj_indep_qiskit_18,6,19
1209,dj_indep_qiskit_18,7,22
1210,dj_indep_qiskit_18,8,23
1211,dj_indep_qiskit_18,9,24
1212,dj_indep_qiskit_18,10,26
1213,dj_indep_qiskit_18,11,28
1214,dj_indep_qiskit_18,12,29
1215,dj_indep_qiskit_18,13,30
1216,dj_indep_qiskit_18,14,32
1217,dj_indep_qiskit_18,15,33
1218,dj_indep_qiskit_18,16,34
1219,dj_indep_qiskit_18,17,36
1220,dj_indep_qiskit_18,18,37
1221,dj_indep_qiskit_18,19,38
1222,dj_indep_qiskit_18,20,40
1223,dj_indep_qiskit_18,21,41
1224,dj_indep_qiskit_18,22,43
1225,dj_indep_qiskit_18,23,44
1226,dj_indep_qiskit_18,24,45
1227,dj_indep_qiskit_18,25,47
1228,dj_indep_qiskit_18,26,49
1229,dj_indep_qiskit_18,27,51
1230,dj_indep_qiskit_18,28,52
1231,dj_indep_qiskit_18,29,53
1232,dj_indep_qiskit_18,30,56
1233,dj_indep_qiskit_18,31,57
1234,dj_indep_qiskit_18,32,58
1235,dj_indep_qiskit_18,33,59
1236,dj_indep_qiskit_18,34,60
1237,dj_indep_qiskit_18,35,61
1238,dj_indep_qiskit_18,36,62
1239,dj_indep_qiskit_18,37,63
1240,dj_indep_qiskit_18,38,64
1241,dj_indep_qiskit_18,39,65
1242,dj_indep_qiskit_18,40,66
1243,dj_indep_qiskit_18,41,67
1244,dj_indep_qiskit_18,42,68
1245,dj_indep_qiskit_18,43,69
1246,dj_indep_qiskit_18,44,70
1247,dj_indep_qiskit_18,45,71
1248,dj_indep_qiskit_18,46,72
1249,dj_indep_qiskit_18,47,73
1250,dj_indep_qiskit_19,1,8
1251,dj_indep_qiskit_19,2,9
1252,dj_indep_qiskit_19,3,11
1253,dj_indep_qiskit_19,4,14
1254,dj_indep_qiskit_19,5,17
1255,dj_indep_qiskit_19,6,20
1256,dj_indep_qiskit_19,7,23
1257,dj_indep_qiskit_19,8,25
1258,dj_indep_qiskit_19,9,27
1259,dj_indep_qiskit_19,10,29
1260,dj_indep_qiskit_19,11,31
1261,dj_indep_qiskit_19,12,32
1262,dj_indep_qiskit_19,13,33
1263,dj_indep_qiskit_19,14,34
1264,dj_indep_qiskit_19,15,35
1265,dj_indep_qiskit_19,16,37
1266,dj_indep_qiskit_19,17,38
1267,dj_indep_qiskit_19,18,39
1268,dj_indep_qiskit_19,19,41
1269,dj_indep_qiskit_19,20,42
1270,dj_indep_qiskit_19,21,43
1271,dj_indep_qiskit_19,22,44
1272,dj_indep_qiskit_19,23,46
1273,dj_indep_qiskit_19,24,48
1274,dj_indep_qiskit_19,25,49
1275,dj_indep_qiskit_19,26,50
1276,dj_indep_qiskit_19,27,52
1277,dj_indep_qiskit_19,28,54
1278,dj_indep_qiskit_19,29,55
1279,dj_indep_qiskit_19,30,56
1280,dj_indep_qiskit_19,31,59
1281,dj_indep_qiskit_19,32,60
1282,dj_indep_qiskit_19,33,61
1283,dj_indep_qiskit_19,34,62
1284,dj_indep_qiskit_19,35,63
1285,dj_indep_qiskit_19,36,64
1286,dj_indep_qiskit_19,37,65
1287,dj_indep_qiskit_19,38,66
1288,dj_indep_qiskit_19,39,67
1289,dj_indep_qiskit_19,40,68
1290,dj_indep_qiskit_19,41,69
1291,dj_indep_qiskit_19,42,70
1292,dj_indep_qiskit_19,43,71
1293,dj_indep_qiskit_19,44,72
1294,dj_indep_qiskit_19,45,73
1295,dj_indep_qiskit_19,46,74
1296,dj_indep_qiskit_19,47,75
1297,dj_indep_qiskit_19,48,76
1298,dj_indep_qiskit_19,49,77
1299,dj_indep_qiskit_20,1,5
1300,dj_indep_qiskit_20,2,11
1301,dj_indep_qiskit_20,3,12
1302,dj_indep_qiskit_20,4,15
1303,dj_indep_qiskit_20,5,16
1304,dj_indep_qiskit_20,6,17
1305,dj_indep_qiskit_20,7,18
1306,dj_indep_qiskit_20,8,21
1307,dj_indep_qiskit_20,9,24
1308,dj_indep_qiskit_20,10,26
1309,dj_indep_qiskit_20,11,27
1310,dj_indep_qiskit_20,12,28
1311,dj_indep_qiskit_20,13,30
1312,dj_indep_qiskit_20,14,32
1313,dj_indep_qiskit_20,15,34
1314,dj_indep_qiskit_20,16,36
1315,dj_indep_qiskit_20,17,38
1316,dj_indep_qiskit_20,18,39
1317,dj_indep_qiskit_20,19,40
1318,dj_indep_qiskit_20,20,41
1319,dj_indep_qiskit_20,21,42
1320,dj_indep_qiskit_20,22,43
1321,dj_indep_qiskit_20,23,45
1322,dj_indep_qiskit_20,24,46
1323,dj_indep_qiskit_20,25,47
1324,dj_indep_qiskit_20,26,48
1325,dj_indep_qiskit_20,27,49
1326,dj_indep_qiskit_20,28,50
1327,dj_indep_qiskit_20,29,51
1328,dj_indep_qiskit_20,30,52
1329,dj_indep_qiskit_20,31,53
1330,dj_indep_qiskit_20,32,55
1331,dj_indep_qiskit_20,33,57
1332,dj_indep_qiskit_20,34,58
1333,dj_indep_qiskit_20,35,59
1334,dj_indep_qiskit_20,36,62
1335,dj_indep_qiskit_20,37,63
1336,dj_indep_qiskit_20,38,64
1337,dj_indep_qiskit_20,39,65
1338,dj_indep_qiskit_20,40,66
1339,dj_indep_qiskit_20,41,67
1340,dj_indep_qiskit_20,42,68
1341,dj_indep_qiskit_20,43,69
1342,dj_indep_qiskit_20,44,70
1343,dj_indep_qiskit_20,45,71
1344,dj_indep_qiskit_20,46,72
1345,dj_indep_qiskit_20,47,73
1346,dj_indep_qiskit_20,48,74
1347,dj_indep_qiskit_20,49,75
1348,dj_indep_qiskit_20,50,76
1349,dj_indep_qiskit_20,51,77
1350,dj_indep_qiskit_20,52,78
1351,dj_indep_qiskit_20,53,79
1352,dj_indep_qiskit_20,54,80
1353,dj_indep_qiskit_20,55,81
1354,dj_indep_qiskit_21,1,7
1355,dj_indep_qiskit_21,2,8
1356,dj_indep_qiskit_21,3,10
1357,dj_indep_qiskit_21,4,13
1358,dj_indep_qiskit_21,5,15
1359,dj_indep_qiskit_21,6,18
1360,dj_indep_qiskit_21,7,19
1361,dj_indep_qiskit_21,8,20
1362,dj_indep_qiskit_21,9,21
1363,dj_indep_qiskit_21,10,22
1364,dj_indep_qiskit_21,11,23
1365,dj_indep_qiskit_21,12,25
1366,dj_indep_qiskit_21,13,27
1367,dj_indep_qiskit_21,14,29
1368,dj_indep_qiskit_21,15,31
1369,dj_indep_qiskit_21,16,32
1370,dj_indep_qiskit_21,17,33
1371,dj_indep_qiskit_21,18,34
1372,dj_indep_qiskit_21,19,35
1373,dj_indep_qiskit_21,20,37
1374,dj_indep_qiskit_21,21,38
1375,dj_indep_qiskit_21,22,39
1376,dj_indep_qiskit_21,23,41
1377,dj_indep_qiskit_21,24,43
1378,dj_indep_qiskit_21,25,44
1379,dj_indep_qiskit_21,26,46
1380,dj_indep_qiskit_21,27,47
1381,dj_indep_qiskit_21,28,48
1382,dj_indep_qiskit_21,29,50
1383,dj_indep_qiskit_21,30,52
1384,dj_indep_qiskit_21,31,53
1385,dj_indep_qiskit_21,32,54
1386,dj_indep_qiskit_21,33,55
1387,dj_indep_qiskit_21,34,56
1388,dj_indep_qiskit_21,35,57
1389,dj_indep_qiskit_21,36,58
1390,dj_indep_qiskit_21,37,59
1391,dj_indep_qiskit_21,38,60
1392,dj_indep_qiskit_21,39,61
1393,dj_indep_qiskit_21,40,62
1394,dj_indep_qiskit_21,41,63
1395,dj_indep_qiskit_21,42,64
1396,dj_indep_qiskit_21,43,65
1397,dj_indep_qiskit_21,44,66
1398,dj_indep_qiskit_21,45,67
1399,dj_indep_qiskit_21,46,68
1400,dj_indep_qiskit_21,47,69
1401,dj_indep_qiskit_21,48,70
1402,dj_indep_qiskit_21,49,71
1403,dj_indep_qiskit_21,50,72
1404,dj_indep_qiskit_21,51,73
1405,dj_indep_qiskit_21,52,74
1406,dj_indep_qiskit_21,53,75
1407,dj_indep_qiskit_21,54,76
1408,dj_indep_qiskit_21,55,77
1409,dj_indep_qiskit_21,56,78
1410,dj_indep_qiskit_21,57,79
1411,dj_indep_qiskit_21,58,80
1412,dj_indep_qiskit_21,59,81
1413,dj_indep_qiskit_21,60,82
1414,dj_indep_qiskit_21,61,83
1415,dj_indep_qiskit_21,62,84
1416,dj_indep_qiskit_21,63,85
1417,dj_indep_qiskit_22,1,4
1418,dj_indep_qiskit_22,2,6
1419,dj_indep_qiskit_22,3,7
1420,dj_indep_qiskit_22,4,8
1421,dj_indep_qiskit_22,5,9
1422,dj_indep_qiskit_22,6,11
1423,dj_indep_qiskit_22,7,13
1424,dj_indep_qiskit_22,8,15
1425,dj_indep_qiskit_22,9,16
1426,dj_indep_qiskit_22,10,18
1427,dj_indep_qiskit_22,11,20
1428,dj_indep_qiskit_22,12,21
1429,dj_indep_qiskit_22,13,26
1430,dj_indep_qiskit_22,14,27
1431,dj_indep_qiskit_22,15,28
1432,dj_indep_qiskit_22,16,30
1433,dj_indep_qiskit_22,17,31
1434,dj_indep_qiskit_22,18,32
1435,dj_indep_qiskit_22,19,33
1436,dj_indep_qiskit_22,20,34
1437,dj_indep_qiskit_22,21,35
1438,dj_indep_qiskit_22,22,36
1439,dj_indep_qiskit_22,23,37
1440,dj_indep_qiskit_22,24,38
1441,dj_indep_qiskit_22,25,40
1442,dj_indep_qiskit_22,26,41
1443,dj_indep_qiskit_22,27,42
1444,dj_indep_qiskit_22,28,44
1445,dj_indep_qiskit_22,29,45
1446,dj_indep_qiskit_22,30,47
1447,dj_indep_qiskit_22,31,48
